Tweet,Date of Tweet,Topic,Parent Tweet
"இருக்கிறது இந்தியாவில்
விசுவாசம் சீனாவுக்கு
நீங்கள் காட்டியும் கொடுப்பிங்க
கூட்டியும் கொடுப்பிங்க
காசுக்காக கம்யூனிஸ்ட் கபோதிகளா","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"பிச்சைக்கார பரதேசிங்க கூட்டம் 
@tncpim","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
இந்த ட்வீட் பொடுவதற்கு உங்களுக்கு கேவலமாக இல்லையா,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
உலகம் முழுவதும் வைரஸ் பரப்புன சாதனைய சொல்லவில்லையாடா  பிச்சைகார பையலுகளா?,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அவன் பரப்புன நோயிற்க்கு அவனே ஊசி போட்டுக்குறான் ,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அட வெட்கங்கெட்ட கம்யூனிஸ்ட். கோரோனாவோட அப்பனே அவன் தான்,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Thaaa.. Vekkamave illaya da ungaluku.. Chaai,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
பிச்சைக்கார நாய்களா..எச்சக்கார நாயே..வெட்கமே இல்ல...,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
சோத்த தின்னு பழங்குங்கடா ....நாயும் பிழைக்குமோ இப்பொழைப்பு,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"Porambokku naayingalaa! Soodu soranai irundha indian vaccine podaadheenga da! #antiindian 

他妈的混蛋","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Nala iruka mattinga da,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"சோறு பிச்சை எடுத்து திங்கறது இங்க,  வாலாட்றது அங்கயா?

டுபாக்கூர் பாய்ஸ்.","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
We can't relay any Chinese data.,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
சாக்கடை பன்றிக்கு இருக்கற நன்றி கூட இல்லாத கேவலமான பிறவிகள்  உண்டியல் கட்சி ..,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
