Tweet,Date of Tweet,Topic,Parent Tweet,Language
கொரோனா பரவலை மூடிமறைத்து உலகையே சிக்கலில் தள்ளிய குரூரதேசம் சீனா. எதிலும் வெளிப்படைத்தன்மையற்ற இரும்புத்திரை நாடு சீனா. நம்பகத்தன்மை அறவே இல்லாத நாடு சீனா. மொத்தத்தில் உலகிற்கே சுமை சீனா.,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
"கொரோனாவை பெத்துப்போட்ட நாடே
""மக்கள் சீனம்""தான் போவியா..","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
கொரோனா உருவாக்கியதுக்கும் அப்படியே வாழ்த்து சொல்லிடுங்க..,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
வைரஸ் நோயை பரப்பி சுமார் 20 லட்சம் மக்களை கொன்ற கொடூர தீவிரவாதிகள் யாரடா??,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
Free global virus distribution by CCP. You must celebrate this first.,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,ENGLISH
"இந்தியாவில் இருக்கும் மொத்த கொரோனா பாதிப்பு எண்ணிக்கைகளில், கேரளாவில் இருந்து மட்டும் 51 சதவிகிதம் பதிவாகி உள்ளது. 

கம்யூனிஸ்ட் பினராய் ஆட்சியின் லட்சணம் ...","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
"அப்படியே ""மக்கள் கேரளம்"" கொரோனா சாதனையையும் சொல்லிடலாமே?","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
அவன்தான் கொரோனாவை பரப்புறதுக்கு முன்னாடியே தடுப்பூசி போட்டுட்டானே!,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
சைனாக்கு போய் தொலைங்கடா இந்தியால இருந்துகிட்டு உயிர வாங்காதிங்கடா,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
உங்களை ஏன் தீவிரமாக கட்சி என்று அறிவிக்க கூடாது தன் தாய் நாட்டை இழிவாகவும் நமது விரோத நாட்டிற்க்கு ஆதரவாக கருத்து சொல்லும் இவர்களை கைது செய்தால் என்ன,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
டேய் உண்டியல் இந்த கேடுகெட்ட கொரோவை பரப்புனதே சப்பமூக்கன்ஸ் தான் ங்குறத மறந்துட்டு புகழ் பாடறிங்க . என்ன மயித்துக்குடா நீங்க இந்தியால இருக்கிங்க பேசாமா சீனாக்கே போங்கடா திருட்டு உண்டியல் கம்னாட்டிகளா,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
"25 கோடி தீர்ந்து விட்டதோ??? இப்பொழுது Chinese Yuan தேவை படுகிறதோ??? பிச்சைக்கார கம்யூனிசம், உங்கள் முகத்தில் நீங்களே துப்பி கொள்ளுங்கள்.","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,CODE-MIXED
